GENE.SET	NR.GENES	NR.SIG.GENES	P.VALUE
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320	166	60	1
DEATH RECEPTOR SIGNALLING%REACTOME DATABASE ID RELEASE 65%73887	130	46	1
ESTROGEN-DEPENDENT GENE EXPRESSION%REACTOME%R-HSA-9018519.1	112	39	1
PROTEIN ACYLATION%GOBP%GO:0043543	112	39	1
REGULATION OF COENZYME METABOLIC PROCESS%GOBP%GO:0051196	37	11	1
REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901028	37	11	1
ORGANELLE LOCALIZATION%GOBP%GO:0051640	421	162	1
ESTABLISHMENT OF ORGANELLE LOCALIZATION%GOBP%GO:0051656	282	106	1
REGULATION OF CELLULAR AMIDE METABOLIC PROCESS%GOBP%GO:0034248	257	96	1
PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006164	125	44	1
REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204	70	23	1
PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009152	120	42	1
CELLULAR RESPONSE TO METAL ION%GOBP%GO:0071248	94	32	1
MUSCARINIC ACETYLCHOLINE RECEPTOR 2 AND 4 SIGNALING PATHWAY%PANTHER PATHWAY%P00043	40	12	1
NAD BIOSYNTHETIC PROCESS%GOBP%GO:0009435	40	12	1
PURINE NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0042278	40	12	1
URATE BIOSYNTHESIS INOSINE 5'-PHOSPHATE DEGRADATION%HUMANCYC%PWY-5695	6	1	1
COENZYME A BIOSYNTHESIS%PANTHER PATHWAY%P02736	6	1	1
ARMS-MEDIATED ACTIVATION%REACTOME DATABASE ID RELEASE 65%170984	6	1	1
NEGATIVE FEEDBACK REGULATION OF MAPK PATHWAY%REACTOME DATABASE ID RELEASE 65%5674499	6	1	1
PP2A-MEDIATED DEPHOSPHORYLATION OF KEY METABOLIC FACTORS%REACTOME%R-HSA-163767.3	6	1	1
TRANSPORT AND SYNTHESIS OF PAPS%REACTOME DATABASE ID RELEASE 65%174362	6	1	1
CREB PHOSPHORYLATION THROUGH THE ACTIVATION OF ADENYLATE CYCLASE%REACTOME DATABASE ID RELEASE 65%442720	6	1	1
TLR3-MEDIATED TICAM1-DEPENDENT PROGRAMMED CELL DEATH%REACTOME DATABASE ID RELEASE 65%9013957	6	1	1
RUNX3 REGULATES CDKN1A TRANSCRIPTION%REACTOME DATABASE ID RELEASE 65%8941855	6	1	1
STING MEDIATED INDUCTION OF HOST IMMUNE RESPONSES%REACTOME%R-HSA-1834941.3	6	1	1
HYDROLYSIS OF LPC%REACTOME DATABASE ID RELEASE 65%1483115	6	1	1
REGULATION OF PROTEIN LOCALIZATION TO ENDOSOME%GOBP%GO:1905666	6	1	1
PROTEIN MATURATION BY PROTEIN FOLDING%GOBP%GO:0022417	6	1	1
GLOMERULAR VISCERAL EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0072015	6	1	1
REGULATION OF CYTOPLASMIC TRANSLATIONAL ELONGATION%GOBP%GO:1900247	6	1	1
PROTEIN LOCALIZATION TO NUCLEOLUS%GOBP%GO:1902570	6	1	1
POSITIVE REGULATION OF PROTEIN DEUBIQUITINATION%GOBP%GO:1903003	6	1	1
CELLULAR RESPONSE TO STEROL DEPLETION%GOBP%GO:0071501	6	1	1
ASYMMETRIC NEUROBLAST DIVISION%GOBP%GO:0055059	6	1	1
SPERMINE METABOLIC PROCESS%GOBP%GO:0008215	6	1	1
REGULATION OF CHEMOKINE (C-X-C MOTIF) LIGAND 2 PRODUCTION%GOBP%GO:2000341	6	1	1
ER OVERLOAD RESPONSE%GOBP%GO:0006983	6	1	1
PURINE DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009151	6	1	1
3'-PHOSPHOADENOSINE 5'-PHOSPHOSULFATE BIOSYNTHETIC PROCESS%GOBP%GO:0050428	6	1	1
OUTER MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007008	6	1	1
REGULATION OF TRANSFORMING GROWTH FACTOR BETA2 PRODUCTION%GOBP%GO:0032909	6	1	1
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO ENDOSOME%GOBP%GO:1905668	6	1	1
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO EARLY ENDOSOME%GOBP%GO:1902966	6	1	1
DEADENYLATION-INDEPENDENT DECAPPING OF NUCLEAR-TRANSCRIBED MRNA%GOBP%GO:0031087	6	1	1
RESPONSE TO MUSCLE STRETCH%GOBP%GO:0035994	6	1	1
POSITIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060340	6	1	1
NEGATIVE REGULATION OF RECEPTOR INTERNALIZATION%GOBP%GO:0002091	6	1	1
POSITIVE REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0001956	6	1	1
REGULATION OF MESENCHYMAL STEM CELL DIFFERENTIATION%GOBP%GO:2000739	6	1	1
COPPER ION IMPORT%GOBP%GO:0015677	6	1	1
REGULATION OF REMOVAL OF SUPEROXIDE RADICALS%GOBP%GO:2000121	6	1	1
NEGATIVE REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE%GOBP%GO:0045869	6	1	1
SUBSTRATE-DEPENDENT CELL MIGRATION, CELL EXTENSION%GOBP%GO:0006930	6	1	1
MOLYBDOPTERIN COFACTOR BIOSYNTHETIC PROCESS%GOBP%GO:0032324	6	1	1
MODULATION BY HOST OF SYMBIONT MOLECULAR FUNCTION%GOBP%GO:0052428	6	1	1
REGULATION OF FAT CELL PROLIFERATION%GOBP%GO:0070344	6	1	1
POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045672	6	1	1
UTERUS DEVELOPMENT%GOBP%GO:0060065	6	1	1
REGULATION OF PROTEIN LOCALIZATION TO EARLY ENDOSOME%GOBP%GO:1902965	6	1	1
POSITIVE REGULATION OF HISTONE H4 ACETYLATION%GOBP%GO:0090240	6	1	1
PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN%GOBP%GO:0070816	6	1	1
L-CYSTEINE METABOLIC PROCESS%GOBP%GO:0046439	6	1	1
ASTRAL MICROTUBULE ORGANIZATION%GOBP%GO:0030953	6	1	1
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS BY CYTOCHROME C%GOBP%GO:0008635	6	1	1
NEGATIVE REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0032055	6	1	1
NECROPTOTIC SIGNALING PATHWAY%GOBP%GO:0097527	6	1	1
SYNAPTIC VESICLE PRIMING%GOBP%GO:0016082	6	1	1
PROLINE METABOLIC PROCESS%GOBP%GO:0006560	6	1	1
CHOLINE METABOLIC PROCESS%GOBP%GO:0019695	6	1	1
REGULATION OF HISTAMINE SECRETION BY MAST CELL%GOBP%GO:1903593	6	1	1
NEGATIVE REGULATION OF CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:1900038	6	1	1
NEGATIVE REGULATION OF ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:0046642	6	1	1
ASPARTATE METABOLIC PROCESS%GOBP%GO:0006531	6	1	1
REGULATION OF GOLGI TO PLASMA MEMBRANE PROTEIN TRANSPORT%GOBP%GO:0042996	6	1	1
REGULATION OF WOUND HEALING, SPREADING OF EPIDERMAL CELLS%GOBP%GO:1903689	6	1	1
PURINE RIBONUCLEOSIDE BISPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0034036	6	1	1
RESPONSE TO STEROL DEPLETION%GOBP%GO:0006991	6	1	1
PROTEIN GERANYLGERANYLATION%GOBP%GO:0018344	6	1	1
POSITIVE REGULATION OF HISTONE H3-K9 METHYLATION%GOBP%GO:0051574	6	1	1
TRANSCRIPTION INITIATION FROM RNA POLYMERASE III PROMOTER%GOBP%GO:0006384	6	1	1
DNA CYTOSINE DEAMINATION%GOBP%GO:0070383	6	1	1
MRNA 3'-SPLICE SITE RECOGNITION%GOBP%GO:0000389	6	1	1
DISACCHARIDE METABOLIC PROCESS%GOBP%GO:0005984	6	1	1
PYRIMIDINE-CONTAINING COMPOUND TRANSMEMBRANE TRANSPORT%GOBP%GO:0072531	6	1	1
LATE ENDOSOME TO VACUOLE TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032511	6	1	1
NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0000122	478	185	1
CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035967	115	40	1
STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0031098	102	35	1
TRANSPORT OF BILE SALTS AND ORGANIC ACIDS, METAL IONS AND AMINE COMPOUNDS%REACTOME DATABASE ID RELEASE 65%425366	54	17	1
POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921	54	17	1
CELLULAR RESPONSE TO LIGHT STIMULUS%GOBP%GO:0071482	73	24	1
CERAMIDE SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CERAMIDE SIGNALING PATHWAY	43	13	1
TRANSCRIPTIONAL REGULATION BY TP53%REACTOME%R-HSA-3700989.5	318	120	1
CELLULAR AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0008652	57	18	1
PID_HEDGEHOG_GLI_PATHWAY%MSIGDB_C2%PID_HEDGEHOG_GLI_PATHWAY	46	14	1
IRON ION TRANSPORT%GOBP%GO:0006826	46	14	1
BIOCARTA_SODD_PATHWAY%MSIGDB_C2%BIOCARTA_SODD_PATHWAY	10	2	1
PID_ALK2_PATHWAY%MSIGDB_C2%PID_ALK2_PATHWAY	10	2	1
ALK2 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK2 SIGNALING EVENTS	10	2	1
NOTCH2 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 65%2197563	10	2	1
REGULATION OF BETA-CELL DEVELOPMENT%REACTOME DATABASE ID RELEASE 65%186712	10	2	1
PROTEIN METHYLATION%REACTOME%R-HSA-8876725.2	10	2	1
PROLACTIN RECEPTOR SIGNALING%REACTOME DATABASE ID RELEASE 65%1170546	10	2	1
CLASS C 3 (METABOTROPIC GLUTAMATE PHEROMONE RECEPTORS)%REACTOME%R-HSA-420499.1	10	2	1
PRESYNAPTIC DEPOLARIZATION AND CALCIUM CHANNEL OPENING%REACTOME DATABASE ID RELEASE 65%112308	10	2	1
ENOS ACTIVATION%REACTOME DATABASE ID RELEASE 65%203615	10	2	1
MAGNESIUM ION TRANSPORT%GOBP%GO:0015693	10	2	1
INSULIN-LIKE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048009	10	2	1
EPITHELIAL CELL MORPHOGENESIS%GOBP%GO:0003382	10	2	1
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1990440	10	2	1
NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900102	10	2	1
CENTRIOLE-CENTRIOLE COHESION%GOBP%GO:0010457	10	2	1
POSITIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090190	10	2	1
MICROTUBULE ANCHORING AT MICROTUBULE ORGANIZING CENTER%GOBP%GO:0072393	10	2	1
REGULATION OF HISTONE H4 ACETYLATION%GOBP%GO:0090239	10	2	1
DNA-TEMPLATED TRANSCRIPTIONAL PREINITIATION COMPLEX ASSEMBLY%GOBP%GO:0070897	10	2	1
POSITIVE REGULATION OF LAMELLIPODIUM ASSEMBLY%GOBP%GO:0010592	10	2	1
REGULATION OF INTEGRIN-MEDIATED SIGNALING PATHWAY%GOBP%GO:2001044	10	2	1
POSITIVE REGULATION OF RECEPTOR BIOSYNTHETIC PROCESS%GOBP%GO:0010870	10	2	1
POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001916	10	2	1
DNA DEALKYLATION INVOLVED IN DNA REPAIR%GOBP%GO:0006307	10	2	1
HISTONE H2B UBIQUITINATION%GOBP%GO:0033523	10	2	1
3'-UTR-MEDIATED MRNA DESTABILIZATION%GOBP%GO:0061158	10	2	1
GLUTAMATE SECRETION%GOBP%GO:0014047	10	2	1
LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008610	378	144	1
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	157	56	1
PURINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0072522	139	49	1
RAS PATHWAY%PANTHER PATHWAY%P04393	68	22	1
MITOPHAGY%REACTOME DATABASE ID RELEASE 65%5205647	26	7	1
TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006383	26	7	1
BIOCARTA_CTCF_PATHWAY%MSIGDB_C2%BIOCARTA_CTCF_PATHWAY	23	6	1
BIOCARTA_P53HYPOXIA_PATHWAY%MSIGDB_C2%BIOCARTA_P53HYPOXIA_PATHWAY	23	6	1
DOWNREGULATION OF SMAD2 3:SMAD4 TRANSCRIPTIONAL ACTIVITY%REACTOME%R-HSA-2173795.1	23	6	1
RESPONSE TO MISFOLDED PROTEIN%GOBP%GO:0051788	23	6	1
MONOCARBOXYLIC ACID METABOLIC PROCESS%GOBP%GO:0032787	291	109	1
HALLMARK_HEME_METABOLISM%MSIGDB_C2%HALLMARK_HEME_METABOLISM	170	61	1
CELL-CELL SIGNALING BY WNT%GOBP%GO:0198738	134	47	1
WNT SIGNALING PATHWAY%GOBP%GO:0016055	134	47	1
PID_AR_TF_PATHWAY%MSIGDB_C2%PID_AR_TF_PATHWAY	49	15	1
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY	49	15	1
ST_G_ALPHA_I_PATHWAY%MSIGDB_C2%ST_G_ALPHA_I_PATHWAY	32	9	1
CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING	32	9	1
REGULATION OF MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0060236	32	9	1
POSITIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001961	29	8	1
PID_P38_MK2_PATHWAY%MSIGDB_C2%PID_P38_MK2_PATHWAY	20	5	1
PID_WNT_CANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_CANONICAL_PATHWAY	20	5	1
P38 SIGNALING MEDIATED BY MAPKAP KINASES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P38 SIGNALING MEDIATED BY MAPKAP KINASES	20	5	1
CANONICAL WNT SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL WNT SIGNALING PATHWAY	20	5	1
PROTEIN K48-LINKED DEUBIQUITINATION%GOBP%GO:0071108	20	5	1
SEMAPHORIN-PLEXIN SIGNALING PATHWAY%GOBP%GO:0071526	20	5	1
POSITIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014015	20	5	1
GLUTAMATE METABOLIC PROCESS%GOBP%GO:0006536	20	5	1
POSITIVE REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GOBP%GO:0031646	20	5	1
NLS-BEARING PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006607	20	5	1
CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN CELL-CELL SIGNALING%GOBP%GO:1905114	147	52	1
MEMBRANE FUSION%GOBP%GO:0061025	129	45	1
PID_MET_PATHWAY%MSIGDB_C2%PID_MET_PATHWAY	79	26	1
RUNX1 INTERACTS WITH CO-FACTORS WHOSE PRECISE EFFECT ON RUNX1 TARGETS IS NOT KNOWN%REACTOME DATABASE ID RELEASE 65%8939243	35	10	1
VIRION ASSEMBLY%GOBP%GO:0019068	35	10	1
REGULATION OF SPINDLE ORGANIZATION%GOBP%GO:0090224	35	10	1
GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS%GOBP%GO:0009064	35	10	1
POSITIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031331	259	96	1
BRAIN DEVELOPMENT%GOBP%GO:0007420	234	86	1
RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046390	124	43	1
PID_RAC1_PATHWAY%MSIGDB_C2%PID_RAC1_PATHWAY	52	16	1
RAC1 SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RAC1 SIGNALING PATHWAY	52	16	1
PROTEIN HETEROOLIGOMERIZATION%GOBP%GO:0051291	52	16	1
PURINE RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0046128	38	11	1
PROTEIN DEACETYLATION%GOBP%GO:0006476	38	11	1
ST_WNT_CA2_CYCLIC_GMP_PATHWAY%MSIGDB_C2%ST_WNT_CA2_CYCLIC_GMP_PATHWAY	17	4	1
GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 65%210500	17	4	1
POSITIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION%GOBP%GO:0043923	17	4	1
NON-MOTILE CILIUM ASSEMBLY%GOBP%GO:1905515	17	4	1
MRNA DESTABILIZATION%GOBP%GO:0061157	17	4	1
DEVELOPMENTAL PIGMENTATION%GOBP%GO:0048066	17	4	1
PLASMA MEMBRANE FUSION%GOBP%GO:0045026	17	4	1
RNA DESTABILIZATION%GOBP%GO:0050779	17	4	1
LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001909	17	4	1
ACIDIC AMINO ACID TRANSPORT%GOBP%GO:0015800	17	4	1
POSITIVE REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:1905710	17	4	1
MEIOSIS%REACTOME DATABASE ID RELEASE 65%1500620	74	24	1
INTERACTION WITH SYMBIONT%GOBP%GO:0051702	55	17	1
ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS	41	12	1
PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048	41	12	1
NEGATIVE REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GOBP%GO:0010771	41	12	1
HEAD DEVELOPMENT%GOBP%GO:0060322	250	92	1
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	101	34	1
RESPONSE TO INSULIN%GOBP%GO:0032868	101	34	1
RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME DATABASE ID RELEASE 65%8936459	58	18	1
PID_INSULIN_PATHWAY%MSIGDB_C2%PID_INSULIN_PATHWAY	44	13	1
PID_TCR_JNK_PATHWAY%MSIGDB_C2%PID_TCR_JNK_PATHWAY	14	3	1
BIOCARTA_HIF_PATHWAY%MSIGDB_C2%BIOCARTA_HIF_PATHWAY	14	3	1
JNK SIGNALING IN THE CD4+ TCR PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%JNK SIGNALING IN THE CD4+ TCR PATHWAY	14	3	1
GLYCOGEN BREAKDOWN (GLYCOGENOLYSIS)%REACTOME%R-HSA-70221.3	14	3	1
REGULATION OF VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0098911	14	3	1
FATTY ACID BETA-OXIDATION USING ACYL-COA OXIDASE%GOBP%GO:0033540	14	3	1
POLYAMINE METABOLIC PROCESS%GOBP%GO:0006595	14	3	1
GLUTAMINE FAMILY AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0009084	14	3	1
POSITIVE REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION%GOBP%GO:2000179	14	3	1
POSITIVE REGULATION OF EXOSOMAL SECRETION%GOBP%GO:1903543	14	3	1
REGULATION OF PROTEIN HOMODIMERIZATION ACTIVITY%GOBP%GO:0043496	14	3	1
REGULATION OF PROTEIN SUMOYLATION%GOBP%GO:0033233	14	3	1
REGULATION OF RIG-I SIGNALING PATHWAY%GOBP%GO:0039535	14	3	1
ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032509	14	3	1
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:1902254	14	3	1
NEGATIVE REGULATION OF TRANSPOSITION%GOBP%GO:0010529	14	3	1
REGULATION OF TRANSPOSITION%GOBP%GO:0010528	14	3	1
APOPTOSIS SIGNALING PATHWAY%PANTHER PATHWAY%P00006	104	35	1
MODIFICATION OF MORPHOLOGY OR PHYSIOLOGY OF OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0051817	80	26	1
POSITIVE REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000060	80	26	1
PID_CERAMIDE_PATHWAY%MSIGDB_C2%PID_CERAMIDE_PATHWAY	47	14	1
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	47	14	1
ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME DATABASE ID RELEASE 65%427389	47	14	1
MONOSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0046365	47	14	1
CORNIFICATION%GOBP%GO:0070268	47	14	1
GLYCEROLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0045017	164	58	1
PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006606	72	23	1
VESICLE LOCALIZATION%GOBP%GO:0051648	172	61	1
REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0033157	154	54	1
NEGATIVE REGULATION OF TRANSLATION%GOBP%GO:0017148	83	27	1
P75(NTR)-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P75(NTR)-MEDIATED SIGNALING	64	20	1
TRANSFERRIN TRANSPORT%GOBP%GO:0033572	33	9	1
PID_AR_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_AR_NONGENOMIC_PATHWAY	30	8	1
NONGENOTROPIC ANDROGEN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NONGENOTROPIC ANDROGEN SIGNALING	30	8	1
REGULATION OF CARBOHYDRATE CATABOLIC PROCESS%GOBP%GO:0043470	30	8	1
NEGATIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032205	30	8	1
ST_GAQ_PATHWAY%MSIGDB_C2%ST_GAQ_PATHWAY	27	7	1
PID_CD40_PATHWAY%MSIGDB_C2%PID_CD40_PATHWAY	27	7	1
PID_REELIN_PATHWAY%MSIGDB_C2%PID_REELIN_PATHWAY	27	7	1
DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE%REACTOME DATABASE ID RELEASE 65%4641262	27	7	1
SYNTHESIS OF PC%REACTOME%R-HSA-1483191.4	27	7	1
CONSTITUTIVE SIGNALING BY AKT1 E17K IN CANCER%REACTOME DATABASE ID RELEASE 65%5674400	24	6	1
DEADENYLATION OF MRNA%REACTOME DATABASE ID RELEASE 65%429947	24	6	1
REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0030811	24	6	1
RESPONSE TO AMINO ACID%GOBP%GO:0043200	24	6	1
REGULATION OF GLYCOLYTIC PROCESS%GOBP%GO:0006110	24	6	1
PROTEIN LOCALIZATION TO MICROTUBULE CYTOSKELETON%GOBP%GO:0072698	24	6	1
GLYCEROPHOSPHOLIPID BIOSYNTHESIS%REACTOME%R-HSA-1483206.4	110	37	1
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	102	34	1
PID_CDC42_PATHWAY%MSIGDB_C2%PID_CDC42_PATHWAY	67	21	1
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	67	21	1
PID_ECADHERIN_NASCENT_AJ_PATHWAY%MSIGDB_C2%PID_ECADHERIN_NASCENT_AJ_PATHWAY	39	11	1
SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 65%427359	39	11	1
HEXOSE CATABOLIC PROCESS%GOBP%GO:0019320	39	11	1
DEMETHYLATION%GOBP%GO:0070988	39	11	1
E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION	36	10	1
METABOTROPIC GLUTAMATE RECEPTOR GROUP II PATHWAY%PANTHER PATHWAY%P00040	36	10	1
FERRIC IRON TRANSPORT%GOBP%GO:0015682	36	10	1
SUBSTANTIA NIGRA DEVELOPMENT%GOBP%GO:0021762	36	10	1
TRIVALENT INORGANIC CATION TRANSPORT%GOBP%GO:0072512	36	10	1
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	21	5	1
PINK PARKIN MEDIATED MITOPHAGY%REACTOME%R-HSA-5205685.1	21	5	1
VIRAL GENOME REPLICATION%GOBP%GO:0019079	21	5	1
REGULATION OF CYTOPLASMIC TRANSPORT%GOBP%GO:1903649	21	5	1
EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:0045022	21	5	1
PROTEIN PALMITOYLATION%GOBP%GO:0018345	21	5	1
PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0032527	21	5	1
CHROMATIN SILENCING AT RDNA%GOBP%GO:0000183	21	5	1
BILE ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006699	21	5	1
ESTABLISHMENT OF VESICLE LOCALIZATION%GOBP%GO:0051650	170	60	1
NEGATIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031330	165	58	1
POSITIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001252	126	43	1
ESR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 65%8939211	118	40	1
SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)	78	25	1
POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032436	70	22	1
PRE-NOTCH TRANSCRIPTION AND TRANSLATION%REACTOME DATABASE ID RELEASE 65%1912408	59	18	1
GLUCOSE METABOLIC PROCESS%GOBP%GO:0006006	59	18	1
INSULIN PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INSULIN PATHWAY	42	12	1
