GENE.SET	NR.GENES	NR.SIG.GENES	P.VALUE
PEROXISOMAL PROTEIN IMPORT%REACTOME DATABASE ID RELEASE 65%9033241	54	16	0.982
REGULATION OF VESICLE FUSION%GOBP%GO:0031338	54	16	0.982
PHOSPHOLIPID METABOLISM%REACTOME DATABASE ID RELEASE 65%1483257	187	66	0.983
STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0051403	79	25	0.983
PID_ERA_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERA_GENOMIC_PATHWAY	57	17	0.983
VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK	57	17	0.983
CXCR3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR3-MEDIATED SIGNALING EVENTS	37	10	0.983
NEURAL NUCLEUS DEVELOPMENT%GOBP%GO:0048857	37	10	0.983
DNA METHYLATION%REACTOME DATABASE ID RELEASE 65%5334118	34	9	0.983
NEGATIVE REGULATION OF CHROMATIN ORGANIZATION%GOBP%GO:1905268	34	9	0.983
HISTONE DEACETYLATION%GOBP%GO:0016575	34	9	0.983
REGULATION OF ATP BIOSYNTHETIC PROCESS%GOBP%GO:2001169	31	8	0.983
REGULATION OF CENTROSOME DUPLICATION%GOBP%GO:0010824	31	8	0.983
PLATELET SENSITIZATION BY LDL%REACTOME%R-HSA-432142.2	15	3	0.983
NEUTRAL LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046460	15	3	0.983
ACYLGLYCEROL BIOSYNTHETIC PROCESS%GOBP%GO:0046463	15	3	0.983
PURINE NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0006144	15	3	0.983
PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY	60	18	0.984
VESICLE COATING%GOBP%GO:0006901	60	18	0.984
CONDENSATION OF PROPHASE CHROMOSOMES%REACTOME DATABASE ID RELEASE 65%2299718	43	12	0.984
TRANSCRIPTIONAL ACTIVITY OF SMAD2 SMAD3:SMAD4 HETEROTRIMER%REACTOME DATABASE ID RELEASE 65%2173793	43	12	0.984
INTRINSIC PATHWAY FOR APOPTOSIS%REACTOME%R-HSA-109606.2	43	12	0.984
POSITIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016239	43	12	0.984
MACROMOLECULE DEACYLATION%GOBP%GO:0098732	43	12	0.984
PROTEIN DEACYLATION%GOBP%GO:0035601	43	12	0.984
ST_TUMOR_NECROSIS_FACTOR_PATHWAY%MSIGDB_C2%ST_TUMOR_NECROSIS_FACTOR_PATHWAY	28	7	0.984
AMINO ACID SYNTHESIS AND INTERCONVERSION (TRANSAMINATION)%REACTOME%R-HSA-70614.5	28	7	0.984
TRANSFERRIN ENDOCYTOSIS AND RECYCLING%REACTOME DATABASE ID RELEASE 65%917977	28	7	0.984
ENDOSOMAL SORTING COMPLEX REQUIRED FOR TRANSPORT (ESCRT)%REACTOME%R-HSA-917729.1	28	7	0.984
REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0046928	25	6	0.984
MICROTUBULE POLYMERIZATION%GOBP%GO:0046785	25	6	0.984
POSTTRANSCRIPTIONAL REGULATION OF GENE EXPRESSION%GOBP%GO:0010608	315	116	0.985
SIGNALING BY WNT%REACTOME%R-HSA-195721.4	267	97	0.985
PID_HDAC_CLASSI_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSI_PATHWAY	63	19	0.985
SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)	49	14	0.985
MIDBRAIN DEVELOPMENT%GOBP%GO:0030901	49	14	0.985
REGULATION OF CENTROSOME CYCLE%GOBP%GO:0046605	46	13	0.985
BIOCARTA_IGF1R_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1R_PATHWAY	22	5	0.985
AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:0003333	22	5	0.985
REGULATION OF SYNAPTIC VESICLE CYCLE%GOBP%GO:0098693	22	5	0.985
ANTEROGRADE TRANS-SYNAPTIC SIGNALING%GOBP%GO:0098916	201	71	0.986
TRANS-SYNAPTIC SIGNALING%GOBP%GO:0099537	201	71	0.986
SYNAPTIC SIGNALING%GOBP%GO:0099536	201	71	0.986
CHEMICAL SYNAPTIC TRANSMISSION%GOBP%GO:0007268	201	71	0.986
ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098656	80	25	0.986
SUMOYLATION OF CHROMATIN ORGANIZATION PROTEINS%REACTOME DATABASE ID RELEASE 65%4551638	55	16	0.986
REGULATION OF TRANSLATION%GOBP%GO:0006417	212	75	0.987
TGF_BETA_RECEPTOR%IOB%TGF_BETA_RECEPTOR	186	65	0.987
ER TO GOLGI ANTEROGRADE TRANSPORT%REACTOME DATABASE ID RELEASE 65%199977	126	42	0.987
REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:0090559	61	18	0.987
COPII VESICLE COATING%GOBP%GO:0048208	58	17	0.987
POSITIVE REGULATION OF HISTONE MODIFICATION%GOBP%GO:0031058	58	17	0.987
VESICLE TARGETING, ROUGH ER TO CIS-GOLGI%GOBP%GO:0048207	58	17	0.987
N-TERMINAL PROTEIN AMINO ACID MODIFICATION%GOBP%GO:0031365	19	4	0.987
REGULATION OF RUFFLE ASSEMBLY%GOBP%GO:1900027	19	4	0.987
REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070861	19	4	0.987
VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0000038	19	4	0.987
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY	12	2	0.987
BIOCARTA_RAB_PATHWAY%MSIGDB_C2%BIOCARTA_RAB_PATHWAY	12	2	0.987
APOPTOSIS INDUCED DNA FRAGMENTATION%REACTOME DATABASE ID RELEASE 65%140342	12	2	0.987
SEROTONIN NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 65%181429	12	2	0.987
ACTIVATION OF DNA FRAGMENTATION FACTOR%REACTOME DATABASE ID RELEASE 65%211227	12	2	0.987
REPRESSION OF WNT TARGET GENES%REACTOME DATABASE ID RELEASE 65%4641265	12	2	0.987
NOREPINEPHRINE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 65%181430	12	2	0.987
ACETYLCHOLINE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 65%264642	12	2	0.987
NEGATIVE REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0045922	12	2	0.987
NONRIBOSOMAL PEPTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019184	12	2	0.987
REGULATION OF CLATHRIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:2000369	12	2	0.987
POSITIVE REGULATION OF CYTOPLASMIC TRANSPORT%GOBP%GO:1903651	12	2	0.987
POLY(A)+ MRNA EXPORT FROM NUCLEUS%GOBP%GO:0016973	12	2	0.987
EPITHELIAL STRUCTURE MAINTENANCE%GOBP%GO:0010669	12	2	0.987
NUCLEOBASE BIOSYNTHETIC PROCESS%GOBP%GO:0046112	12	2	0.987
NEGATIVE REGULATION OF HISTONE ACETYLATION%GOBP%GO:0035067	12	2	0.987
PROTEIN NEDDYLATION%GOBP%GO:0045116	12	2	0.987
NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042267	12	2	0.987
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR%GOBP%GO:1902165	12	2	0.987
SULFUR AMINO ACID CATABOLIC PROCESS%GOBP%GO:0000098	12	2	0.987
ER-ASSOCIATED MISFOLDED PROTEIN CATABOLIC PROCESS%GOBP%GO:0071712	12	2	0.987
POSITIVE REGULATION OF CREB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0032793	12	2	0.987
FAS%IOB%FAS	113	37	0.988
POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 65%5250913	75	23	0.988
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	64	19	0.988
SIGNALING EVENTS MEDIATED BY HDAC CLASS I%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS I	64	19	0.988
POSITIVE REGULATION OF CHROMATIN ORGANIZATION%GOBP%GO:1905269	64	19	0.988
PRC2 METHYLATES HISTONES AND DNA%REACTOME DATABASE ID RELEASE 65%212300	44	12	0.988
MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364	41	11	0.988
PROTEIN N-LINKED GLYCOSYLATION VIA ASPARAGINE%GOBP%GO:0018279	35	9	0.988
BIOCARTA_TNFR1_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR1_PATHWAY	29	7	0.988
PACKAGING OF TELOMERE ENDS%REACTOME DATABASE ID RELEASE 65%171306	29	7	0.988
SYNTHESIS OF ACTIVE UBIQUITIN: ROLES OF E1 AND E2 ENZYMES%REACTOME%R-HSA-8866652.2	29	7	0.988
REGULATION OF PROTEIN EXPORT FROM NUCLEUS%GOBP%GO:0046825	29	7	0.988
NEGATIVE REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051898	29	7	0.988
PURINE NUCLEOTIDES DEGRADATION II (AEROBIC)%HUMANCYC%PWY-6353	8	1	0.988
BIOCARTA_GLYCOLYSIS_PATHWAY%MSIGDB_C2%BIOCARTA_GLYCOLYSIS_PATHWAY	8	1	0.988
EFFECTS OF BOTULINUM TOXIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EFFECTS OF BOTULINUM TOXIN	8	1	0.988
APOPTOTIC CLEAVAGE OF CELL ADHESION PROTEINS%REACTOME DATABASE ID RELEASE 65%351906	8	1	0.988
TRIGLYCERIDE BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 65%75109	8	1	0.988
RNF MUTANTS SHOW ENHANCED WNT SIGNALING AND PROLIFERATION%REACTOME%R-HSA-5340588.1	8	1	0.988
LINOLEIC ACID (LA) METABOLISM%REACTOME DATABASE ID RELEASE 65%2046105	8	1	0.988
WNT MEDIATED ACTIVATION OF DVL%REACTOME DATABASE ID RELEASE 65%201688	8	1	0.988
RESPONSE TO FORSKOLIN%GOBP%GO:1904321	8	1	0.988
PRENYLATION%GOBP%GO:0097354	8	1	0.988
POSITIVE REGULATION OF RNA BINDING%GOBP%GO:1905216	8	1	0.988
GLYCOLIPID CATABOLIC PROCESS%GOBP%GO:0019377	8	1	0.988
PROTEIN PRENYLATION%GOBP%GO:0018342	8	1	0.988
NEGATIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032688	8	1	0.988
HISTONE H2A-K119 MONOUBIQUITINATION%GOBP%GO:0036353	8	1	0.988
PURINE RIBONUCLEOSIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046129	8	1	0.988
NUCLEOTIDE TRANSPORT%GOBP%GO:0006862	8	1	0.988
REGULATION OF MAINTENANCE OF MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0034182	8	1	0.988
NEGATIVE REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0045653	8	1	0.988
TERTIARY ALCOHOL METABOLIC PROCESS%GOBP%GO:1902644	8	1	0.988
REGULATION OF AUTOPHAGY OF MITOCHONDRION IN RESPONSE TO MITOCHONDRIAL DEPOLARIZATION%GOBP%GO:1904923	8	1	0.988
PURINE RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0046130	8	1	0.988
TORC1 SIGNALING%GOBP%GO:0038202	8	1	0.988
ENTRY OF BACTERIUM INTO HOST CELL%GOBP%GO:0035635	8	1	0.988
POSITIVE REGULATION OF NEUROBLAST PROLIFERATION%GOBP%GO:0002052	8	1	0.988
PURINE NUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0006152	8	1	0.988
MICROTUBULE ANCHORING AT CENTROSOME%GOBP%GO:0034454	8	1	0.988
CELLULAR RESPONSE TO FORSKOLIN%GOBP%GO:1904322	8	1	0.988
POSITIVE REGULATION OF AUTOPHAGY OF MITOCHONDRION IN RESPONSE TO MITOCHONDRIAL DEPOLARIZATION%GOBP%GO:1904925	8	1	0.988
REGULATION OF MAINTENANCE OF SISTER CHROMATID COHESION%GOBP%GO:0034091	8	1	0.988
COENZYME CATABOLIC PROCESS%GOBP%GO:0009109	8	1	0.988
AMYLOID FIBRIL FORMATION%GOBP%GO:1990000	8	1	0.988
NEGATIVE REGULATION OF COFACTOR METABOLIC PROCESS%GOBP%GO:0051195	8	1	0.988
PURINE NUCLEOSIDE BIOSYNTHETIC PROCESS%GOBP%GO:0042451	8	1	0.988
RESPONSE TO RADIATION%GOBP%GO:0009314	236	84	0.989
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME%R-HSA-201681.1	187	65	0.989
HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDB_C2%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	111	36	0.989
RESPONSE TO UV%GOBP%GO:0009411	108	35	0.989
REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY%GOBP%GO:0046902	56	16	0.989
PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY	50	14	0.989
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	26	6	0.989
GLUCONEOGENESIS%REACTOME DATABASE ID RELEASE 65%70263	26	6	0.989
PROTEIN LOCALIZATION TO CYTOSKELETON%GOBP%GO:0044380	26	6	0.989
REGULATION OF AUTOPHAGY OF MITOCHONDRION%GOBP%GO:1903146	26	6	0.989
GLYCOLYSIS I%HUMANCYC%GLYCOLYSIS	16	3	0.989
MAP3K8 (TPL2)-DEPENDENT MAPK1 3 ACTIVATION%REACTOME DATABASE ID RELEASE 65%5684264	16	3	0.989
DOPAMINE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%R-HSA-212676.2	16	3	0.989
MICROTUBULE ANCHORING%GOBP%GO:0034453	16	3	0.989
MITOTIC RECOMBINATION%GOBP%GO:0006312	16	3	0.989
REGULATION OF EXOSOMAL SECRETION%GOBP%GO:1903541	16	3	0.989
CELL SEPARATION AFTER CYTOKINESIS%GOBP%GO:0000920	16	3	0.989
DOLICHOL-LINKED OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006488	16	3	0.989
ACTIVATION OF NF-KAPPAB-INDUCING KINASE ACTIVITY%GOBP%GO:0007250	16	3	0.989
REGULATION OF MRNA POLYADENYLATION%GOBP%GO:1900363	16	3	0.989
HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076	16	3	0.989
TGF_BETA_RECEPTOR%NETPATH%TGF_BETA_RECEPTOR	214	75	0.99
TRANSPORT TO THE GOLGI AND SUBSEQUENT MODIFICATION%REACTOME DATABASE ID RELEASE 65%948021	151	51	0.99
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	59	17	0.99
BIOCARTA_RAS_PATHWAY%MSIGDB_C2%BIOCARTA_RAS_PATHWAY	23	5	0.99
BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY	23	5	0.99
VEGFR2 MEDIATED VASCULAR PERMEABILITY%REACTOME%R-HSA-5218920.2	23	5	0.99
NEGATIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000378	23	5	0.99
RESPONSE TO LIGHT STIMULUS%GOBP%GO:0009416	157	53	0.991
POSITIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032388	141	47	0.991
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME DATABASE ID RELEASE 65%1912422	68	20	0.991
MEIOTIC SYNAPSIS%REACTOME DATABASE ID RELEASE 65%1221632	48	13	0.991
INTERLEUKIN-1-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070498	48	13	0.991
REGULATION OF CELLULAR RESPONSE TO HEAT%GOBP%GO:1900034	42	11	0.991
AUTOPHAGOSOME ASSEMBLY%GOBP%GO:0000045	42	11	0.991
CELLULAR RESPONSE TO IONIZING RADIATION%GOBP%GO:0071479	42	11	0.991
REGULATION OF MONOOXYGENASE ACTIVITY%GOBP%GO:0032768	39	10	0.991
ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR (ANDROGEN RECEPTOR) REGULATED GENES KLK2 AND KLK3%REACTOME DATABASE ID RELEASE 65%5625886	36	9	0.991
PEPTIDYL-ASPARAGINE MODIFICATION%GOBP%GO:0018196	36	9	0.991
PID_ECADHERIN_KERATINOCYTE_PATHWAY%MSIGDB_C2%PID_ECADHERIN_KERATINOCYTE_PATHWAY	20	4	0.991
E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES	20	4	0.991
REGULATION OF FZD BY UBIQUITINATION%REACTOME%R-HSA-4641263.2	20	4	0.991
TAK1 ACTIVATES NFKB BY PHOSPHORYLATION AND ACTIVATION OF IKKS COMPLEX%REACTOME%R-HSA-445989.2	20	4	0.991
CELLULAR RESPONSE TO MISFOLDED PROTEIN%GOBP%GO:0071218	20	4	0.991
PROTEIN DEMETHYLATION%GOBP%GO:0006482	20	4	0.991
PROTEIN DEALKYLATION%GOBP%GO:0008214	20	4	0.991
CELLULAR RESPONSES TO EXTERNAL STIMULI%REACTOME%R-HSA-8953897.2	378	139	0.992
CELLULAR RESPONSE TO ENVIRONMENTAL STIMULUS%GOBP%GO:0104004	171	58	0.992
CELLULAR RESPONSE TO ABIOTIC STIMULUS%GOBP%GO:0071214	171	58	0.992
TOLL LIKE RECEPTOR 10 (TLR10) CASCADE%REACTOME%R-HSA-168142.1	74	22	0.992
MYD88 CASCADE INITIATED ON PLASMA MEMBRANE%REACTOME%R-HSA-975871.1	74	22	0.992
TOLL LIKE RECEPTOR 5 (TLR5) CASCADE%REACTOME%R-HSA-168176.1	74	22	0.992
LYSOSOMAL TRANSPORT%GOBP%GO:0007041	74	22	0.992
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.2	60	17	0.992
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259	60	17	0.992
FORMATION OF THE CORNIFIED ENVELOPE%REACTOME DATABASE ID RELEASE 65%6809371	30	7	0.992
REGULATION OF NITRIC-OXIDE SYNTHASE ACTIVITY%GOBP%GO:0050999	30	7	0.992
INTRA-GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006891	27	6	0.992
NEGATIVE REGULATION OF HISTONE MODIFICATION%GOBP%GO:0031057	27	6	0.992
MODULATION BY HOST OF SYMBIONT TRANSCRIPTION%GOBP%GO:0052472	27	6	0.992
MODULATION OF TRANSCRIPTION IN OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0052312	27	6	0.992
REGULATION OF RECEPTOR INTERNALIZATION%GOBP%GO:0002090	27	6	0.992
MODULATION BY HOST OF VIRAL TRANSCRIPTION%GOBP%GO:0043921	27	6	0.992
MULTIVESICULAR BODY ASSEMBLY%GOBP%GO:0036258	27	6	0.992
PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS%GOBP%GO:0006656	27	6	0.992
AXIN MUTANTS DESTABILIZE THE DESTRUCTION COMPLEX, ACTIVATING WNT SIGNALING%REACTOME%R-HSA-4839735.1	13	2	0.992
TRUNCATIONS OF AMER1 DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME%R-HSA-5467348.2	13	2	0.992
AXIN MISSENSE MUTANTS DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 65%5467340	13	2	0.992
TRUNCATED APC MUTANTS DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 65%4839744	13	2	0.992
APC TRUNCATION MUTANTS HAVE IMPAIRED AXIN BINDING%REACTOME%R-HSA-5467337.1	13	2	0.992
AMER1 MUTANTS DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME%R-HSA-4839748.1	13	2	0.992
NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002228	13	2	0.992
NEGATIVE REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000757	13	2	0.992
PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION%GOBP%GO:0070198	13	2	0.992
REGULATION OF ACTIN NUCLEATION%GOBP%GO:0051125	13	2	0.992
SELECTIVE AUTOPHAGY%GOBP%GO:0061912	13	2	0.992
REGULATION OF HISTONE H3-K9 METHYLATION%GOBP%GO:0051570	13	2	0.992
STRESS GRANULE ASSEMBLY%GOBP%GO:0034063	13	2	0.992
REGULATION OF VESICLE-MEDIATED TRANSPORT%GOBP%GO:0060627	354	129	0.993
CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478	108	34	0.993
POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090316	105	33	0.993
HATS ACETYLATE HISTONES%REACTOME DATABASE ID RELEASE 65%3214847	94	29	0.993
SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS%REACTOME%R-HSA-3108214.2	69	20	0.993
PID_CASPASE_PATHWAY%MSIGDB_C2%PID_CASPASE_PATHWAY	49	13	0.993
PYRIDINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0072525	49	13	0.993
PYRIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019363	46	12	0.993
NICOTINAMIDE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019359	46	12	0.993
UBIQUITIN PROTEASOME PATHWAY%PANTHER PATHWAY%P00060	43	11	0.993
MACROAUTOPHAGY%REACTOME%R-HSA-1632852.4	43	11	0.993
AUTOPHAGOSOME ORGANIZATION%GOBP%GO:1905037	43	11	0.993
BIOCARTA_WNT_PATHWAY%MSIGDB_C2%BIOCARTA_WNT_PATHWAY	24	5	0.993
ACTIVATION OF GENE EXPRESSION BY SREBF (SREBP)%REACTOME DATABASE ID RELEASE 65%2426168	24	5	0.993
PROTEIN SUMOYLATION%GOBP%GO:0016925	24	5	0.993
PROTEIN QUALITY CONTROL FOR MISFOLDED OR INCOMPLETELY SYNTHESIZED PROTEINS%GOBP%GO:0006515	24	5	0.993
PROTEIN TARGETING TO VACUOLE%GOBP%GO:0006623	24	5	0.993
BIOCARTA_HCMV_PATHWAY%MSIGDB_C2%BIOCARTA_HCMV_PATHWAY	17	3	0.993
ZINC ION HOMEOSTASIS%GOBP%GO:0055069	17	3	0.993
OLIGOSACCHARIDE-LIPID INTERMEDIATE BIOSYNTHETIC PROCESS%GOBP%GO:0006490	17	3	0.993
BODY FLUID SECRETION%GOBP%GO:0007589	17	3	0.993
HISTONE DEMETHYLATION%GOBP%GO:0016577	17	3	0.993
UDP-<I>N< I>-ACETYL-D-GALACTOSAMINE BIOSYNTHESIS II%HUMANCYC%PWY-5514	9	1	0.993
BIOCARTA_SARS_PATHWAY%MSIGDB_C2%BIOCARTA_SARS_PATHWAY	9	1	0.993
ESCRT COMPLEX DISASSEMBLY%GOBP%GO:1904896	9	1	0.993
LATE ENDOSOME TO VACUOLE TRANSPORT%GOBP%GO:0045324	9	1	0.993
SODIUM-INDEPENDENT ORGANIC ANION TRANSPORT%GOBP%GO:0043252	9	1	0.993
TELOMERE MAINTENANCE VIA RECOMBINATION%GOBP%GO:0000722	9	1	0.993
VITAMIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0035461	9	1	0.993
REGULATION OF ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION%GOBP%GO:0034315	9	1	0.993
REGULATION OF RNA BINDING%GOBP%GO:1905214	9	1	0.993
CYSTEINE METABOLIC PROCESS%GOBP%GO:0006534	9	1	0.993
RESPONSE TO UV-C%GOBP%GO:0010225	9	1	0.993
ESCRT III COMPLEX DISASSEMBLY%GOBP%GO:1904903	9	1	0.993
POSITIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA POLY(A) TAIL SHORTENING%GOBP%GO:0060213	9	1	0.993
POSITIVE REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031442	9	1	0.993
REGULATION OF NUCLEAR-TRANSCRIBED MRNA POLY(A) TAIL SHORTENING%GOBP%GO:0060211	9	1	0.993
REGULATION OF HISTONE H3-K9 ACETYLATION%GOBP%GO:2000615	9	1	0.993
COFACTOR BIOSYNTHETIC PROCESS%GOBP%GO:0051188	154	51	0.994
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	130	42	0.994
COENZYME BIOSYNTHETIC PROCESS%GOBP%GO:0009108	117	37	0.994
MITOTIC PROPHASE%REACTOME DATABASE ID RELEASE 65%68875	100	31	0.994
GENE SILENCING%GOBP%GO:0016458	100	31	0.994
HALLMARK_PROTEIN_SECRETION%MSIGDB_C2%HALLMARK_PROTEIN_SECRETION	95	29	0.994
REGULATION OF HISTONE MODIFICATION%GOBP%GO:0031056	89	27	0.994
TRAIL%IOB%TRAIL	55	15	0.994
MODIFICATION BY HOST OF SYMBIONT MORPHOLOGY OR PHYSIOLOGY%GOBP%GO:0051851	52	14	0.994
REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME%R-HSA-1655829.2	37	9	0.994
TRIACYLGLYCEROL BIOSYNTHESIS%HUMANCYC%TRIGLSYN-PWY	21	4	0.994
METAL ION SLC TRANSPORTERS%REACTOME DATABASE ID RELEASE 65%425410	21	4	0.994
SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0031146	21	4	0.994
TELOMERE CAPPING%GOBP%GO:0016233	21	4	0.994
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	247	86	0.995
NEDDYLATION%REACTOME%R-HSA-8951664.2	213	73	0.995
GLYCOSYLATION%GOBP%GO:0070085	158	52	0.995
MACROMOLECULE GLYCOSYLATION%GOBP%GO:0043413	153	50	0.995
PROTEIN GLYCOSYLATION%GOBP%GO:0006486	152	50	0.995
AUTOPHAGY%GOBP%GO:0006914	147	48	0.995
PROCESS UTILIZING AUTOPHAGIC MECHANISM%GOBP%GO:0061919	147	48	0.995
REGULATION OF CHROMATIN ORGANIZATION%GOBP%GO:1902275	112	35	0.995
METABOLISM OF STEROIDS%REACTOME%R-HSA-8957322.1	109	34	0.995
VESICLE BUDDING FROM MEMBRANE%GOBP%GO:0006900	76	22	0.995
BIOSYNTHESIS OF THE N-GLYCAN PRECURSOR (DOLICHOL LIPID-LINKED OLIGOSACCHARIDE, LLO) AND TRANSFER TO A NASCENT PROTEIN%REACTOME DATABASE ID RELEASE 65%446193	73	21	0.995
LIPOPROTEIN METABOLIC PROCESS%GOBP%GO:0042157	73	21	0.995
VESICLE TARGETING%GOBP%GO:0006903	73	21	0.995
COPII-MEDIATED VESICLE TRANSPORT%REACTOME%R-HSA-204005.4	62	17	0.995
